"Disease","Report Year","DHBName","Case Count","Case rate per 100,000"
"Mpox",2023,"Northland",0,0
"Meningoencephalitis - primary amoebic",2023,"Northland",0,0
"Acute gastroenteritis",2023,"Northland",55,27
"Haemophilus influenzae type b",2023,"Northland",0,0
"Salmonellosis",2023,"Northland",37,18.1
"Cryptosporidiosis",2023,"Northland",64,31.4
"Rabies and other lyssaviruses",2023,"Northland",1,0.5
"Invasive pneumococcal disease",2023,"Northland",46,22.6
"Typhoid fever",2023,"Counties Manukau",18,2.9
"Diphtheria",2023,"Counties Manukau",1,0.2
"Hydatid disease",2023,"Counties Manukau",0,0
"Malaria",2023,"Counties Manukau",7,1.1
"Measles",2023,"Counties Manukau",1,0.2
"Mumps",2023,"Counties Manukau",3,0.5
"Hepatitis C",2023,"Counties Manukau",4,0.6
"Taeniasis",2023,"Counties Manukau",0,0
"Tetanus",2023,"Counties Manukau",0,0
"Legionellosis",2023,"Counties Manukau",41,6.6
"Rubella",2023,"Counties Manukau",0,0
"Brucellosis",2023,"Counties Manukau",1,0.2
"Rheumatic fever",2023,"Counties Manukau",84,13.5
"Hepatitis A",2023,"Counties Manukau",8,1.3
"Arboviral diseases",2023,"Counties Manukau",11,1.8
"Pertussis",2023,"Counties Manukau",30,4.8
"Listeriosis",2023,"Counties Manukau",7,1.1
"Leprosy",2023,"Counties Manukau",1,0.2
"Paratyphoid fever",2023,"Counties Manukau",8,1.3
"Shigellosis",2023,"Counties Manukau",24,3.8
"Toxic shellfish poisoning",2023,"Counties Manukau",0,0
"Poliomyelitis",2023,"Counties Manukau",0,0
"Q fever",2023,"Counties Manukau",0,0
"Trichinosis",2023,"Counties Manukau",0,0
"Yersiniosis",2023,"Counties Manukau",115,18.4
"Tuberculosis disease",2023,"Counties Manukau",66,10.6
"Rickettsial disease",2023,"Counties Manukau",1,0.2
"Meningococcal disease",2023,"Counties Manukau",7,1.1
"Giardiasis",2023,"Counties Manukau",90,14.4
"Hepatitis B",2023,"Counties Manukau",1,0.2
"Mpox",2023,"Counties Manukau",0,0
"Hepatitis NOS",2023,"Counties Manukau",1,0.2
"Salmonellosis",2023,"Counties Manukau",80,12.8
"Campylobacteriosis",2023,"Counties Manukau",535,85.7
"Haemophilus influenzae type b",2023,"Counties Manukau",0,0
"Cholera",2023,"Counties Manukau",0,0
"Leptospirosis",2023,"Counties Manukau",5,0.8
"Cryptosporidiosis",2023,"Counties Manukau",62,9.9
"Rabies and other lyssaviruses",2023,"Counties Manukau",0,0
"Meningoencephalitis - primary amoebic",2023,"Counties Manukau",0,0
"VTEC/STEC infection",2023,"Counties Manukau",47,7.5
"Invasive pneumococcal disease",2023,"Counties Manukau",93,14.9
"Acute gastroenteritis",2023,"Counties Manukau",6,1
"Cysticercosis",2023,"Counties Manukau",0,0
"Diphtheria",2023,"Waikato",0,0
"Measles",2023,"Waikato",2,0.4
"Hepatitis C",2023,"Waikato",1,0.2
"Arboviral diseases",2023,"Waikato",2,0.4
"Typhoid fever",2023,"Waikato",5,1.1
"Leprosy",2023,"Waikato",0,0
"Mumps",2023,"Waikato",0,0
"Pertussis",2023,"Waikato",10,2.2
"Tetanus",2023,"Waikato",0,0
"Campylobacteriosis",2023,"Waikato",590,128.7
"Listeriosis",2023,"Waikato",5,1.1
"Rubella",2023,"Waikato",0,0
"Rheumatic fever",2023,"Waikato",15,3.3
"Legionellosis",2023,"Waikato",16,3.5
"Hydatid disease",2023,"Waikato",0,0
"Malaria",2023,"Waikato",2,0.4
"Cysticercosis",2023,"Waikato",0,0
"Toxic shellfish poisoning",2023,"Waikato",0,0
"Yersiniosis",2023,"Waikato",95,20.7
"Hepatitis NOS",2023,"Waikato",4,0.9
"Paratyphoid fever",2023,"Waikato",1,0.2
"Brucellosis",2023,"Waikato",0,0
"Trichinosis",2023,"Waikato",0,0
"Tuberculosis disease",2023,"Waikato",24,5.2
"Hepatitis B",2023,"Waikato",2,0.4
"Hepatitis A",2023,"Waikato",1,0.2
"Cholera",2023,"Waikato",0,0
"Q fever",2023,"Waikato",0,0
"Leptospirosis",2023,"Waikato",30,6.5
"Mpox",2023,"Waikato",0,0
"Meningococcal disease",2023,"Waikato",5,1.1
"Poliomyelitis",2023,"Waikato",0,0
"Taeniasis",2023,"Waikato",0,0
"Cryptosporidiosis",2023,"Waikato",110,24
"Meningoencephalitis - primary amoebic",2023,"Waikato",0,0
"Rabies and other lyssaviruses",2023,"Waikato",0,0
"VTEC/STEC infection",2023,"Waikato",79,17.2
"Salmonellosis",2023,"Waikato",52,11.3
"Shigellosis",2023,"Waikato",6,1.3
"Rickettsial disease",2023,"Waikato",1,0.2
"Acute gastroenteritis",2023,"Waikato",85,18.5
"Invasive pneumococcal disease",2023,"Waikato",64,14
"Haemophilus influenzae type b",2023,"Waikato",1,0.2
"Giardiasis",2023,"Waikato",126,27.5
"Measles",2023,"Lakes",0,0
"Hydatid disease",2023,"Lakes",0,0
"Malaria",2023,"Lakes",3,2.5
"Arboviral diseases",2023,"Lakes",1,0.8
"Hepatitis C",2023,"Lakes",0,0
"Hepatitis NOS",2023,"Lakes",0,0
"Mumps",2023,"Lakes",0,0
"Typhoid fever",2023,"Lakes",0,0
"Tetanus",2023,"Lakes",0,0
"Pertussis",2023,"Lakes",2,1.7
"Yersiniosis",2023,"Lakes",39,32.5
"Toxic shellfish poisoning",2023,"Lakes",0,0
"Campylobacteriosis",2023,"Lakes",148,123.2
"Legionellosis",2023,"Lakes",6,5
"Brucellosis",2023,"Lakes",0,0
"Leprosy",2023,"Lakes",0,0
"Diphtheria",2023,"Lakes",0,0
"Poliomyelitis",2023,"Lakes",0,0
"Cysticercosis",2023,"Lakes",0,0
"Rheumatic fever",2023,"Lakes",6,5
"Meningococcal disease",2023,"Lakes",2,1.7
"Trichinosis",2023,"Lakes",0,0
"Q fever",2023,"Lakes",0,0
"Leptospirosis",2023,"Lakes",5,4.2
"Shigellosis",2023,"Lakes",0,0
"Hepatitis B",2023,"Lakes",0,0
"Taeniasis",2023,"Lakes",0,0
"Rubella",2023,"Lakes",0,0
"Cholera",2023,"Lakes",0,0
"Tuberculosis disease",2023,"Lakes",3,2.5
"Paratyphoid fever",2023,"Lakes",1,0.8
"Meningoencephalitis - primary amoebic",2023,"Lakes",0,0
"VTEC/STEC infection",2023,"Lakes",28,23.3
"Listeriosis",2023,"Lakes",2,1.7
"Rabies and other lyssaviruses",2023,"Lakes",0,0
"Rickettsial disease",2023,"Lakes",0,0
"Giardiasis",2023,"Lakes",33,27.5
"Haemophilus influenzae type b",2023,"Lakes",0,0
"Salmonellosis",2023,"Lakes",11,9.2
"Hepatitis A",2023,"Lakes",1,0.8
"Mpox",2023,"Lakes",0,0
"Cryptosporidiosis",2023,"Lakes",18,15
"Invasive pneumococcal disease",2023,"Lakes",24,20
"Acute gastroenteritis",2023,"Lakes",30,25
"Hydatid disease",2023,"Tairawhiti",0,0
"Hepatitis C",2023,"Tairawhiti",0,0
"Mumps",2023,"Tairawhiti",0,0
"Pertussis",2023,"Tairawhiti",0,0
"Malaria",2023,"Tairawhiti",0,0
"Typhoid fever",2023,"Tairawhiti",12,22.8
"Measles",2023,"Tairawhiti",0,0
"Rubella",2023,"Tairawhiti",0,0
"Arboviral diseases",2023,"Tairawhiti",0,0
"Toxic shellfish poisoning",2023,"Tairawhiti",0,0
"Tetanus",2023,"Tairawhiti",0,0
"Hepatitis NOS",2023,"Tairawhiti",0,0
"Paratyphoid fever",2023,"Tairawhiti",0,0
"Campylobacteriosis",2023,"Tairawhiti",65,123.5
"Poliomyelitis",2023,"Tairawhiti",0,0
"Brucellosis",2023,"Tairawhiti",0,0
"Leprosy",2023,"Tairawhiti",0,0
"Legionellosis",2023,"Tairawhiti",0,0
"Q fever",2023,"Tairawhiti",0,0
"Tuberculosis disease",2023,"Tairawhiti",2,3.8
"Diphtheria",2023,"Tairawhiti",0,0
"Rheumatic fever",2023,"Tairawhiti",2,3.8
"Hepatitis B",2023,"Tairawhiti",0,0
"Rickettsial disease",2023,"Tairawhiti",0,0
"Yersiniosis",2023,"Tairawhiti",20,38
"Shigellosis",2023,"Tairawhiti",1,1.9
"Trichinosis",2023,"Tairawhiti",0,0
"Leptospirosis",2023,"Tairawhiti",12,22.8
"Meningococcal disease",2023,"Tairawhiti",1,1.9
"Cholera",2023,"Tairawhiti",0,0
"Taeniasis",2023,"Tairawhiti",0,0
"Hepatitis A",2023,"Tairawhiti",0,0
"Giardiasis",2023,"Tairawhiti",24,45.6
"Listeriosis",2023,"Tairawhiti",0,0
"Salmonellosis",2023,"Tairawhiti",6,11.4
"Invasive pneumococcal disease",2023,"Tairawhiti",12,22.8
"VTEC/STEC infection",2023,"Tairawhiti",17,32.3
"Haemophilus influenzae type b",2023,"Tairawhiti",0,0
"Mpox",2023,"Tairawhiti",0,0
"Rabies and other lyssaviruses",2023,"Tairawhiti",0,0
"Cysticercosis",2023,"Tairawhiti",0,0
"Acute gastroenteritis",2023,"Tairawhiti",1,1.9
"Meningoencephalitis - primary amoebic",2023,"Tairawhiti",0,0
"Cryptosporidiosis",2023,"Tairawhiti",2,3.8
"Arboviral diseases",2023,"Taranaki",2,1.6
"Hydatid disease",2023,"Taranaki",0,0
"Leprosy",2023,"Taranaki",0,0
"Mumps",2023,"Taranaki",0,0
"Pertussis",2023,"Taranaki",6,4.7
"Rubella",2023,"Taranaki",0,0
"Hepatitis C",2023,"Taranaki",0,0
"Measles",2023,"Taranaki",1,0.8
"Rheumatic fever",2023,"Taranaki",3,2.3
"Tetanus",2023,"Taranaki",1,0.8
"Meningococcal disease",2023,"Taranaki",1,0.8
"Malaria",2023,"Taranaki",0,0
"Typhoid fever",2023,"Taranaki",0,0
"Hepatitis NOS",2023,"Taranaki",0,0
"Toxic shellfish poisoning",2023,"Taranaki",0,0
"Leptospirosis",2023,"Taranaki",7,5.4
"Brucellosis",2023,"Taranaki",0,0
"Yersiniosis",2023,"Taranaki",28,21.7
"Diphtheria",2023,"Taranaki",0,0
"Q fever",2023,"Taranaki",0,0
"Paratyphoid fever",2023,"Taranaki",0,0
"Trichinosis",2023,"Taranaki",0,0
"Campylobacteriosis",2023,"Taranaki",233,180.9
"Legionellosis",2023,"Taranaki",8,6.2
"Cholera",2023,"Taranaki",0,0
"Haemophilus influenzae type b",2023,"Taranaki",0,0
"Hepatitis A",2023,"Taranaki",0,0
"Rickettsial disease",2023,"Taranaki",0,0
"Tuberculosis disease",2023,"Taranaki",2,1.6
"Listeriosis",2023,"Taranaki",0,0
"Hepatitis B",2023,"Taranaki",2,1.6
"Cysticercosis",2023,"Taranaki",0,0
"Poliomyelitis",2023,"Taranaki",0,0
"Mpox",2023,"Taranaki",0,0
"Rabies and other lyssaviruses",2023,"Taranaki",0,0
"Salmonellosis",2023,"Taranaki",29,22.5
"VTEC/STEC infection",2023,"Taranaki",57,44.2
"Shigellosis",2023,"Taranaki",0,0
"Meningoencephalitis - primary amoebic",2023,"Taranaki",0,0
"Cryptosporidiosis",2023,"Taranaki",33,25.6
"Invasive pneumococcal disease",2023,"Taranaki",11,8.5
"Giardiasis",2023,"Taranaki",26,20.2
"Acute gastroenteritis",2023,"Taranaki",1,0.8
"Taeniasis",2023,"Taranaki",0,0
"Leprosy",2023,"Hawke's Bay",0,0
"Mumps",2023,"Hawke's Bay",1,0.5
"Brucellosis",2023,"Hawke's Bay",0,0
"Rheumatic fever",2023,"Hawke's Bay",5,2.7
"Measles",2023,"Hawke's Bay",0,0
"Rubella",2023,"Hawke's Bay",0,0
"Hydatid disease",2023,"Hawke's Bay",1,0.5
"Malaria",2023,"Hawke's Bay",1,0.5
"Hepatitis C",2023,"Hawke's Bay",2,1.1
"Arboviral diseases",2023,"Hawke's Bay",3,1.6
"Hepatitis NOS",2023,"Hawke's Bay",0,0
"Pertussis",2023,"Hawke's Bay",2,1.1
"Trichinosis",2023,"Hawke's Bay",0,0
"Campylobacteriosis",2023,"Hawke's Bay",294,159.2
"Leptospirosis",2023,"Hawke's Bay",38,20.6
"Tetanus",2023,"Hawke's Bay",0,0
"Meningococcal disease",2023,"Hawke's Bay",5,2.7
"Yersiniosis",2023,"Hawke's Bay",51,27.6
"Cysticercosis",2023,"Hawke's Bay",0,0
"Toxic shellfish poisoning",2023,"Hawke's Bay",0,0
"Q fever",2023,"Hawke's Bay",0,0
"Diphtheria",2023,"Hawke's Bay",0,0
"Haemophilus influenzae type b",2023,"Hawke's Bay",0,0
"Poliomyelitis",2023,"Hawke's Bay",0,0
"Rabies and other lyssaviruses",2023,"Hawke's Bay",0,0
"Paratyphoid fever",2023,"Hawke's Bay",3,1.6
"Typhoid fever",2023,"Hawke's Bay",0,0
"Hepatitis B",2023,"Hawke's Bay",2,1.1
"Legionellosis",2023,"Hawke's Bay",4,2.2
"Cholera",2023,"Hawke's Bay",0,0
"Salmonellosis",2023,"Hawke's Bay",19,10.3
"Listeriosis",2023,"Hawke's Bay",1,0.5
"Invasive pneumococcal disease",2023,"Hawke's Bay",38,20.6
"VTEC/STEC infection",2023,"Hawke's Bay",57,30.9
"Tuberculosis disease",2023,"Hawke's Bay",6,3.2
"Hepatitis A",2023,"Hawke's Bay",4,2.2
"Meningoencephalitis - primary amoebic",2023,"Hawke's Bay",0,0
"Shigellosis",2023,"Hawke's Bay",8,4.3
"Cryptosporidiosis",2023,"Hawke's Bay",18,9.7
"Rickettsial disease",2023,"Hawke's Bay",0,0
"Taeniasis",2023,"Hawke's Bay",0,0
"Mpox",2023,"Hawke's Bay",0,0
"Acute gastroenteritis",2023,"Hawke's Bay",6,3.2
"Giardiasis",2023,"Hawke's Bay",35,19
"Hepatitis NOS",2023,"Whanganui",0,0
"Brucellosis",2023,"Whanganui",0,0
"Arboviral diseases",2023,"Whanganui",4,5.7
"Hydatid disease",2023,"Whanganui",0,0
"Hepatitis C",2023,"Whanganui",0,0
"Pertussis",2023,"Whanganui",6,8.6
"Mumps",2023,"Whanganui",0,0
"Rubella",2023,"Whanganui",0,0
"Rheumatic fever",2023,"Whanganui",2,2.9
"Meningococcal disease",2023,"Whanganui",2,2.9
"Paratyphoid fever",2023,"Whanganui",0,0
"Q fever",2023,"Whanganui",0,0
"Malaria",2023,"Whanganui",1,1.4
"Typhoid fever",2023,"Whanganui",1,1.4
"Leprosy",2023,"Whanganui",0,0
"Toxic shellfish poisoning",2023,"Whanganui",0,0
"Cholera",2023,"Whanganui",0,0
"Campylobacteriosis",2023,"Whanganui",62,88.6
"Diphtheria",2023,"Whanganui",0,0
"Yersiniosis",2023,"Whanganui",6,8.6
"Cysticercosis",2023,"Whanganui",0,0
"Rabies and other lyssaviruses",2023,"Whanganui",0,0
"Trichinosis",2023,"Whanganui",0,0
"Legionellosis",2023,"Whanganui",0,0
"Leptospirosis",2023,"Whanganui",5,7.1
"Acute gastroenteritis",2023,"Whanganui",12,17.2
"Tetanus",2023,"Whanganui",0,0
"Hepatitis B",2023,"Whanganui",0,0
"Shigellosis",2023,"Whanganui",1,1.4
"Meningoencephalitis - primary amoebic",2023,"Whanganui",0,0
"Tuberculosis disease",2023,"Whanganui",5,7.1
"Haemophilus influenzae type b",2023,"Whanganui",0,0
"Invasive pneumococcal disease",2023,"Whanganui",11,15.7
"Taeniasis",2023,"Whanganui",0,0
"VTEC/STEC infection",2023,"Whanganui",16,22.9
"Salmonellosis",2023,"Whanganui",7,10
"Listeriosis",2023,"Whanganui",0,0
"Rickettsial disease",2023,"Whanganui",0,0
"Measles",2023,"Whanganui",0,0
"Cryptosporidiosis",2023,"Whanganui",3,4.3
"Hepatitis A",2023,"Whanganui",0,0
"Mpox",2023,"Whanganui",0,0
"Poliomyelitis",2023,"Whanganui",0,0
"Giardiasis",2023,"Whanganui",9,12.9
"Hepatitis NOS",2023,"MidCentral",1,0.5
"Pertussis",2023,"MidCentral",4,2.1
"Typhoid fever",2023,"MidCentral",1,0.5
"Leprosy",2023,"MidCentral",0,0
"Rubella",2023,"MidCentral",0,0
"Hydatid disease",2023,"MidCentral",0,0
"Meningococcal disease",2023,"MidCentral",1,0.5
"Arboviral diseases",2023,"MidCentral",0,0
"Hepatitis C",2023,"MidCentral",0,0
"Campylobacteriosis",2023,"MidCentral",224,116.2
"Brucellosis",2023,"MidCentral",0,0
"Yersiniosis",2023,"MidCentral",30,15.6
"Mumps",2023,"MidCentral",0,0
"Q fever",2023,"MidCentral",0,0
"Tetanus",2023,"MidCentral",0,0
"Rheumatic fever",2023,"MidCentral",3,1.6
"Leptospirosis",2023,"MidCentral",12,6.2
"Diphtheria",2023,"MidCentral",0,0
"Cholera",2023,"MidCentral",0,0
"Listeriosis",2023,"MidCentral",0,0
"Hepatitis B",2023,"MidCentral",0,0
"Cysticercosis",2023,"MidCentral",0,0
"Malaria",2023,"MidCentral",3,1.6
"Toxic shellfish poisoning",2023,"MidCentral",0,0
"Trichinosis",2023,"MidCentral",0,0
"Shigellosis",2023,"MidCentral",0,0
"Acute gastroenteritis",2023,"MidCentral",0,0
"Paratyphoid fever",2023,"MidCentral",0,0
"Taeniasis",2023,"MidCentral",0,0
"Haemophilus influenzae type b",2023,"MidCentral",0,0
"Hepatitis A",2023,"MidCentral",5,2.6
"Rabies and other lyssaviruses",2023,"MidCentral",0,0
"Tuberculosis disease",2023,"MidCentral",6,3.1
"VTEC/STEC infection",2023,"MidCentral",33,17.1
"Salmonellosis",2023,"MidCentral",18,9.3
"Legionellosis",2023,"MidCentral",4,2.1
"Measles",2023,"MidCentral",0,0
"Poliomyelitis",2023,"MidCentral",0,0
"Invasive pneumococcal disease",2023,"MidCentral",29,15
"Rickettsial disease",2023,"MidCentral",0,0
"Cryptosporidiosis",2023,"MidCentral",37,19.2
"Giardiasis",2023,"MidCentral",29,15
"Mpox",2023,"MidCentral",0,0
"Meningoencephalitis - primary amoebic",2023,"MidCentral",0,0
"Rubella",2023,"Wairarapa",0,0
"Arboviral diseases",2023,"Wairarapa",0,0
"Hepatitis C",2023,"Wairarapa",0,0
"Campylobacteriosis",2023,"Wairarapa",85,166.1
"Paratyphoid fever",2023,"Wairarapa",0,0
"Rabies and other lyssaviruses",2023,"Wairarapa",0,0
"Toxic shellfish poisoning",2023,"Wairarapa",0,0
"Mumps",2023,"Wairarapa",0,0
"Hepatitis NOS",2023,"Wairarapa",0,0
"Measles",2023,"Wairarapa",0,0
"Brucellosis",2023,"Wairarapa",0,0
"Pertussis",2023,"Wairarapa",0,0
"Rheumatic fever",2023,"Wairarapa",0,0
"Cysticercosis",2023,"Wairarapa",0,0
"Hydatid disease",2023,"Wairarapa",0,0
"Cryptosporidiosis",2023,"Wairarapa",14,27.4
"Leprosy",2023,"Wairarapa",0,0
"Diphtheria",2023,"Wairarapa",0,0
"Cholera",2023,"Wairarapa",0,0
"Trichinosis",2023,"Wairarapa",0,0
"Malaria",2023,"Wairarapa",0,0
"Hepatitis B",2023,"Wairarapa",0,0
"Yersiniosis",2023,"Wairarapa",22,43
"Meningococcal disease",2023,"Wairarapa",0,0
"Salmonellosis",2023,"Wairarapa",7,13.7
"Typhoid fever",2023,"Wairarapa",1,2
"Shigellosis",2023,"Wairarapa",0,0
"Rickettsial disease",2023,"Wairarapa",0,0
"Tetanus",2023,"Wairarapa",0,0
"VTEC/STEC infection",2023,"Wairarapa",31,60.6
"Haemophilus influenzae type b",2023,"Wairarapa",0,0
"Listeriosis",2023,"Wairarapa",0,0
"Leptospirosis",2023,"Wairarapa",6,11.7
"Poliomyelitis",2023,"Wairarapa",0,0
"Taeniasis",2023,"Wairarapa",0,0
"Legionellosis",2023,"Wairarapa",1,2
"Invasive pneumococcal disease",2023,"Wairarapa",15,29.3
"Tuberculosis disease",2023,"Wairarapa",4,7.8
"Acute gastroenteritis",2023,"Wairarapa",3,5.9
"Hepatitis A",2023,"Wairarapa",0,0
"Giardiasis",2023,"Wairarapa",16,31.3
"Q fever",2023,"Wairarapa",0,0
"Meningoencephalitis - primary amoebic",2023,"Wairarapa",0,0
"Mpox",2023,"Wairarapa",0,0
"Campylobacteriosis",2023,"West Coast",58,176.3
"Brucellosis",2023,"West Coast",0,0
"Salmonellosis",2023,"West Coast",5,15.2
"Pertussis",2023,"West Coast",0,0
"Haemophilus influenzae type b",2023,"West Coast",0,0
"Toxic shellfish poisoning",2023,"West Coast",0,0
"Mumps",2023,"West Coast",0,0
"Rubella",2023,"West Coast",0,0
"Cysticercosis",2023,"West Coast",0,0
"Cholera",2023,"West Coast",0,0
"Rabies and other lyssaviruses",2023,"West Coast",0,0
"Meningococcal disease",2023,"West Coast",0,0
"Diphtheria",2023,"West Coast",0,0
"Arboviral diseases",2023,"West Coast",1,3
"Hydatid disease",2023,"West Coast",0,0
"Listeriosis",2023,"West Coast",0,0
"Leprosy",2023,"West Coast",0,0
"Rheumatic fever",2023,"West Coast",0,0
"Hepatitis B",2023,"West Coast",0,0
"Yersiniosis",2023,"West Coast",6,18.2
"Hepatitis C",2023,"West Coast",2,6.1
"Tetanus",2023,"West Coast",0,0
"Hepatitis NOS",2023,"West Coast",0,0
"Meningoencephalitis - primary amoebic",2023,"West Coast",0,0
"Leptospirosis",2023,"West Coast",2,6.1
"Tuberculosis disease",2023,"West Coast",0,0
"Malaria",2023,"West Coast",1,3
"Trichinosis",2023,"West Coast",0,0
"Rickettsial disease",2023,"West Coast",0,0
"Q fever",2023,"West Coast",0,0
"Measles",2023,"West Coast",0,0
"Typhoid fever",2023,"West Coast",1,3
"VTEC/STEC infection",2023,"West Coast",6,18.2
"Poliomyelitis",2023,"West Coast",0,0
"Paratyphoid fever",2023,"West Coast",0,0
"Cryptosporidiosis",2023,"West Coast",5,15.2
"Hepatitis A",2023,"West Coast",1,3
"Shigellosis",2023,"West Coast",1,3
"Taeniasis",2023,"West Coast",0,0
"Mpox",2023,"West Coast",0,0
"Giardiasis",2023,"West Coast",3,9.1
"Invasive pneumococcal disease",2023,"West Coast",4,12.2
"Acute gastroenteritis",2023,"West Coast",0,0
"Legionellosis",2023,"West Coast",1,3
"Cysticercosis",2024,"Waitemata",0,0
"Rubella",2024,"Waitemata",0,0
"Campylobacteriosis",2024,"Waitemata",713,105.6
"Pertussis",2024,"Waitemata",93,13.8
"Mumps",2024,"Waitemata",3,0.4
"Toxic shellfish poisoning",2024,"Waitemata",0,0
"Rheumatic fever",2024,"Waitemata",24,3.6
"Arboviral diseases",2024,"Waitemata",18,2.7
"Haemophilus influenzae type b",2024,"Waitemata",0,0
"Cholera",2024,"Waitemata",0,0
"Meningoencephalitis - primary amoebic",2024,"Waitemata",0,0
"Rabies and other lyssaviruses",2024,"Waitemata",0,0
"Hydatid disease",2024,"Waitemata",1,0.1
"Leprosy",2024,"Waitemata",1,0.1
"Brucellosis",2024,"Waitemata",0,0
"Hepatitis NOS",2024,"Waitemata",1,0.1
"VTEC/STEC infection",2024,"Waitemata",64,9.5
"Typhoid fever",2024,"Waitemata",10,1.5
"Diphtheria",2024,"Waitemata",0,0
"Listeriosis",2024,"Waitemata",7,1
"Yersiniosis",2024,"Waitemata",114,16.9
"Meningococcal disease",2024,"Waitemata",2,0.3
"Hepatitis B",2024,"Waitemata",0,0
"Trichinosis",2024,"Waitemata",0,0
"Cryptosporidiosis",2024,"Waitemata",149,22.1
"Mpox",2024,"Waitemata",1,0.1
"Salmonellosis",2024,"Waitemata",97,14.4
"Hepatitis C",2024,"Waitemata",5,0.7
"Tuberculosis disease",2024,"Waitemata",53,7.9
"Leptospirosis",2024,"Waitemata",3,0.4
"Tetanus",2024,"Waitemata",0,0
"Measles",2024,"Waitemata",0,0
"Legionellosis",2024,"Waitemata",24,3.6
"Shigellosis",2024,"Waitemata",25,3.7
"Paratyphoid fever",2024,"Waitemata",0,0
"Q fever",2024,"Waitemata",0,0
"Giardiasis",2024,"Waitemata",78,11.6
"Hepatitis A",2024,"Waitemata",4,0.6
"Invasive pneumococcal disease",2024,"Waitemata",62,9.2
"Malaria",2024,"Waitemata",4,0.6
"Poliomyelitis",2024,"Waitemata",0,0
"Taeniasis",2024,"Waitemata",0,0
"Rickettsial disease",2024,"Waitemata",1,0.1
"Acute gastroenteritis",2024,"Waitemata",9,1.3
"Arboviral diseases",2024,"Auckland",36,7
"Rubella",2024,"Auckland",0,0
"Pertussis",2024,"Auckland",96,18.8
"Toxic shellfish poisoning",2024,"Auckland",0,0
"Mumps",2024,"Auckland",3,0.6
"Hepatitis C",2024,"Auckland",4,0.8
"Tuberculosis disease",2024,"Auckland",51,10
"Cholera",2024,"Auckland",0,0
"Rheumatic fever",2024,"Auckland",28,5.5
"Campylobacteriosis",2024,"Auckland",523,102.3
"Brucellosis",2024,"Auckland",1,0.2
"Leprosy",2024,"Auckland",1,0.2
"Paratyphoid fever",2024,"Auckland",4,0.8
"Tetanus",2024,"Auckland",0,0
"Meningococcal disease",2024,"Auckland",5,1
"Meningoencephalitis - primary amoebic",2024,"Auckland",0,0
"Listeriosis",2024,"Auckland",6,1.2
"Taeniasis",2024,"Auckland",0,0
"Haemophilus influenzae type b",2024,"Auckland",1,0.2
"Cryptosporidiosis",2024,"Auckland",129,25.2
"Hepatitis NOS",2024,"Auckland",1,0.2
"Q fever",2024,"Auckland",0,0
"Trichinosis",2024,"Auckland",0,0
"Hepatitis B",2024,"Auckland",1,0.2
"Hydatid disease",2024,"Auckland",0,0
"VTEC/STEC infection",2024,"Auckland",36,7
"Acute gastroenteritis",2024,"Auckland",15,2.9
"Yersiniosis",2024,"Auckland",112,21.9
"Malaria",2024,"Auckland",6,1.2
"Cysticercosis",2024,"Auckland",0,0
"Rabies and other lyssaviruses",2024,"Auckland",0,0
"Hepatitis A",2024,"Auckland",6,1.2
"Salmonellosis",2024,"Auckland",93,18.2
"Typhoid fever",2024,"Auckland",5,1
"Diphtheria",2024,"Auckland",0,0
"Mpox",2024,"Auckland",4,0.8
"Leptospirosis",2024,"Auckland",3,0.6
"Legionellosis",2024,"Auckland",12,2.3
"Shigellosis",2024,"Auckland",38,7.4
"Invasive pneumococcal disease",2024,"Auckland",56,11
"Giardiasis",2024,"Auckland",94,18.4
"Measles",2024,"Auckland",1,0.2
"Poliomyelitis",2024,"Auckland",0,0
"Rickettsial disease",2024,"Auckland",1,0.2
"Brucellosis",2024,"Bay of Plenty",0,0
"Cholera",2024,"Bay of Plenty",0,0
"Pertussis",2024,"Bay of Plenty",109,38.7
"Campylobacteriosis",2024,"Bay of Plenty",285,101.3
"Leprosy",2024,"Bay of Plenty",0,0
"Paratyphoid fever",2024,"Bay of Plenty",1,0.4
"Hepatitis NOS",2024,"Bay of Plenty",0,0
"Rubella",2024,"Bay of Plenty",0,0
"Toxic shellfish poisoning",2024,"Bay of Plenty",0,0
"Meningoencephalitis - primary amoebic",2024,"Bay of Plenty",0,0
"Measles",2024,"Bay of Plenty",0,0
"Shigellosis",2024,"Bay of Plenty",6,2.1
"Haemophilus influenzae type b",2024,"Bay of Plenty",0,0
"Q fever",2024,"Bay of Plenty",0,0
"Rheumatic fever",2024,"Bay of Plenty",3,1.1
"Trichinosis",2024,"Bay of Plenty",0,0
"Cysticercosis",2024,"Bay of Plenty",0,0
"Hydatid disease",2024,"Bay of Plenty",0,0
"Salmonellosis",2024,"Bay of Plenty",40,14.2
"Mumps",2024,"Bay of Plenty",1,0.4
"Typhoid fever",2024,"Bay of Plenty",4,1.4
"Cryptosporidiosis",2024,"Bay of Plenty",69,24.5
"Taeniasis",2024,"Bay of Plenty",0,0
"Tuberculosis disease",2024,"Bay of Plenty",21,7.5
"Invasive pneumococcal disease",2024,"Bay of Plenty",40,14.2
"Hepatitis B",2024,"Bay of Plenty",3,1.1
"Listeriosis",2024,"Bay of Plenty",4,1.4
"Rabies and other lyssaviruses",2024,"Bay of Plenty",0,0
"Tetanus",2024,"Bay of Plenty",0,0
