"Disease","Report Year","Ethnic Group","Case Count","Case rate per 100,000"
"Trichinosis",2014,"Pacific",0,0
"Arboviral diseases",2014,"Pacific",71,24.4
"Pertussis",2014,"Pacific",76,26.2
"Salmonellosis",2014,"Pacific",41,14.1
"Malaria",2014,"Pacific",1,0.3
"Cysticercosis",2014,"Pacific",0,0
"Shigellosis",2014,"Pacific",29,10
"Mumps",2014,"Pacific",0,0
"Paratyphoid fever",2014,"Pacific",0,0
"Rickettsial disease",2014,"Pacific",0,0
"Yersiniosis",2014,"Pacific",30,10.3
"Toxic shellfish poisoning",2014,"Pacific",0,0
"Hepatitis A",2014,"Pacific",27,9.3
"Taeniasis",2014,"Pacific",0,0
"Diphtheria",2014,"Pacific",2,0.7
"Hepatitis B",2014,"Pacific",3,1
"Leptospirosis",2014,"Pacific",2,0.7
"Acute gastroenteritis",2014,"Pacific",19,6.5
"Rabies and other lyssaviruses",2014,"Pacific",0,0
"Rubella",2014,"Pacific",0,0
"Listeriosis",2014,"Pacific",3,1
"Hepatitis NOS",2014,"Pacific",3,1
"Cholera",2014,"Pacific",0,0
"Hepatitis C",2014,"Pacific",2,0.7
"Giardiasis",2014,"Pacific",16,5.5
"Brucellosis",2014,"Pacific",0,0
"Legionellosis",2014,"Pacific",6,2.1
"Campylobacteriosis",2014,"Pacific",139,47.9
"Q fever",2014,"Asian",0,0
"VTEC/STEC infection",2014,"Asian",11,2.1
"Tuberculosis disease",2014,"Asian",178,33.5
"Taeniasis",2014,"Asian",3,0.6
"Haemophilus influenzae type b",2014,"Asian",1,0.2
"Mumps",2014,"Asian",4,0.8
"Trichinosis",2014,"Asian",0,0
"Malaria",2014,"Asian",18,3.4
"Rheumatic fever",2014,"Asian",0,0
"Measles",2014,"Asian",28,5.3
"Poliomyelitis",2014,"Asian",0,0
"Invasive pneumococcal disease",2014,"Asian",23,4.3
"Tetanus",2014,"Asian",0,0
"Leprosy",2014,"Asian",0,0
"Leptospirosis",2014,"Asian",1,0.2
"Hepatitis A",2014,"Asian",20,3.8
"Acute gastroenteritis",2014,"Asian",56,10.5
"Arboviral diseases",2014,"Asian",41,7.7
"Rickettsial disease",2014,"Asian",0,0
"Shigellosis",2014,"Asian",17,3.2
"Paratyphoid fever",2014,"Asian",8,1.5
"Typhoid fever",2014,"Asian",22,4.1
"Listeriosis",2014,"Asian",5,0.9
"Cryptosporidiosis",2014,"Asian",17,3.2
"Toxic shellfish poisoning",2014,"Asian",0,0
"Meningoencephalitis - primary amoebic",2014,"Asian",0,0
"Meningococcal disease",2014,"Asian",0,0
"Legionellosis",2014,"Asian",1,0.2
"Hepatitis B",2014,"Asian",7,1.3
"Cholera",2014,"Asian",0,0
"Rabies and other lyssaviruses",2014,"Asian",0,0
"Hydatid disease",2014,"Asian",0,0
"Salmonellosis",2014,"Asian",86,16.2
"Rubella",2014,"Asian",0,0
"Pertussis",2014,"Asian",34,6.4
"Hepatitis C",2014,"Asian",0,0
"Mpox",2014,"Asian",0,0
"Yersiniosis",2014,"Asian",128,24.1
"Brucellosis",2014,"Asian",0,0
"Cysticercosis",2014,"Asian",0,0
"Campylobacteriosis",2014,"Asian",313,58.9
"Giardiasis",2014,"Asian",91,17.1
"Hepatitis NOS",2014,"Asian",1,0.2
"Diphtheria",2014,"Asian",0,0
"VTEC/STEC infection",2014,"MELAA",1,2
"Tetanus",2014,"MELAA",0,0
"Toxic shellfish poisoning",2014,"MELAA",0,0
"Invasive pneumococcal disease",2014,"MELAA",1,2
"Leprosy",2014,"MELAA",0,0
"Meningococcal disease",2014,"MELAA",0,0
"Mumps",2014,"MELAA",2,4
"Measles",2014,"MELAA",4,7.9
"Rheumatic fever",2014,"MELAA",0,0
"Q fever",2014,"MELAA",0,0
"Poliomyelitis",2014,"MELAA",0,0
"Cryptosporidiosis",2014,"MELAA",4,7.9
"Meningoencephalitis - primary amoebic",2014,"MELAA",0,0
"Acute gastroenteritis",2014,"MELAA",2,4
"Arboviral diseases",2014,"MELAA",3,5.9
"Salmonellosis",2014,"MELAA",6,11.9
"Haemophilus influenzae type b",2014,"MELAA",0,0
"Pertussis",2014,"MELAA",7,13.9
"Leptospirosis",2014,"MELAA",1,2
"Tuberculosis disease",2014,"MELAA",12,23.8
"Rickettsial disease",2014,"MELAA",0,0
"Yersiniosis",2014,"MELAA",8,15.8
"Hepatitis B",2014,"MELAA",1,2
"Taeniasis",2014,"MELAA",2,4
"Trichinosis",2014,"MELAA",0,0
"Brucellosis",2014,"MELAA",0,0
"Cysticercosis",2014,"MELAA",0,0
"Listeriosis",2014,"MELAA",1,2
"Giardiasis",2014,"MELAA",46,91.1
"Malaria",2014,"MELAA",4,7.9
"Rabies and other lyssaviruses",2014,"MELAA",0,0
"Hydatid disease",2014,"MELAA",1,2
"Typhoid fever",2014,"MELAA",1,2
"Mpox",2014,"MELAA",0,0
"Rubella",2014,"MELAA",0,0
"Paratyphoid fever",2014,"MELAA",0,0
"Campylobacteriosis",2014,"MELAA",43,85.1
"Hepatitis A",2014,"MELAA",2,4
"Hepatitis NOS",2014,"MELAA",0,0
"Hepatitis C",2014,"MELAA",1,2
"Shigellosis",2014,"MELAA",1,2
"Diphtheria",2014,"MELAA",0,0
"Legionellosis",2014,"MELAA",0,0
"Cholera",2014,"MELAA",0,0
"Invasive pneumococcal disease",2014,"European or Others",265,9
"Tuberculosis disease",2014,"European or Others",20,0.7
"VTEC/STEC infection",2014,"European or Others",149,5.1
"Poliomyelitis",2014,"European or Others",0,0
"Haemophilus influenzae type b",2014,"European or Others",2,0.1
"Mumps",2014,"European or Others",8,0.3
"Leprosy",2014,"European or Others",0,0
"Meningococcal disease",2014,"European or Others",25,0.9
"Q fever",2014,"European or Others",0,0
"Meningoencephalitis - primary amoebic",2014,"European or Others",0,0
"Toxic shellfish poisoning",2014,"European or Others",10,0.3
"Trichinosis",2014,"European or Others",0,0
"Rheumatic fever",2014,"European or Others",6,0.2
"Cryptosporidiosis",2014,"European or Others",472,16.1
"Cysticercosis",2014,"European or Others",1,0
"Leptospirosis",2014,"European or Others",39,1.3
"Arboviral diseases",2014,"European or Others",131,4.5
"Malaria",2014,"European or Others",9,0.3
"Measles",2014,"European or Others",112,3.8
"Yersiniosis",2014,"European or Others",439,15
"Pertussis",2014,"European or Others",759,25.8
"Rickettsial disease",2014,"European or Others",4,0.1
"Diphtheria",2014,"European or Others",0,0
"Hepatitis B",2014,"European or Others",18,0.6
"Mpox",2014,"European or Others",0,0
"Taeniasis",2014,"European or Others",0,0
"Typhoid fever",2014,"European or Others",3,0.1
"Rubella",2014,"European or Others",2,0.1
"Hydatid disease",2014,"European or Others",1,0
"Paratyphoid fever",2014,"European or Others",11,0.4
"Tetanus",2014,"European or Others",0,0
"Salmonellosis",2014,"European or Others",659,22.4
"Listeriosis",2014,"European or Others",14,0.5
"Hepatitis A",2014,"European or Others",20,0.7
"Acute gastroenteritis",2014,"European or Others",544,18.5
"Rabies and other lyssaviruses",2014,"European or Others",0,0
"Hepatitis C",2014,"European or Others",19,0.6
"Shigellosis",2014,"European or Others",67,2.3
"Hepatitis NOS",2014,"European or Others",4,0.1
"Cholera",2014,"European or Others",0,0
"Legionellosis",2014,"European or Others",106,3.6
"Giardiasis",2014,"European or Others",1302,44.3
"Brucellosis",2014,"European or Others",0,0
"Campylobacteriosis",2014,"European or Others",5372,182.9
"Invasive pneumococcal disease",2015,"Māori",107,15.1
"Arboviral diseases",2015,"Māori",7,1
"Q fever",2015,"Māori",0,0
"Tuberculosis disease",2015,"Māori",25,3.5
"Rheumatic fever",2015,"Māori",48,6.8
"Rickettsial disease",2015,"Māori",0,0
"Taeniasis",2015,"Māori",0,0
"Tetanus",2015,"Māori",0,0
"Mpox",2015,"Māori",0,0
"Rabies and other lyssaviruses",2015,"Māori",0,0
"VTEC/STEC infection",2015,"Māori",30,4.2
"Poliomyelitis",2015,"Māori",0,0
"Meningococcal disease",2015,"Māori",20,2.8
"Typhoid fever",2015,"Māori",1,0.1
"Measles",2015,"Māori",0,0
"Mumps",2015,"Māori",3,0.4
"Toxic shellfish poisoning",2015,"Māori",0,0
"Meningoencephalitis - primary amoebic",2015,"Māori",0,0
"Leprosy",2015,"Māori",0,0
"Malaria",2015,"Māori",1,0.1
"Cryptosporidiosis",2015,"Māori",56,7.9
"Cholera",2015,"Māori",0,0
"Pertussis",2015,"Māori",176,24.9
"Leptospirosis",2015,"Māori",11,1.6
"Shigellosis",2015,"Māori",5,0.7
"Cysticercosis",2015,"Māori",0,0
"Haemophilus influenzae type b",2015,"Māori",0,0
"Acute gastroenteritis",2015,"Māori",46,6.5
"Hepatitis A",2015,"Māori",6,0.8
"Yersiniosis",2015,"Māori",51,7.2
"Listeriosis",2015,"Māori",5,0.7
"Paratyphoid fever",2015,"Māori",2,0.3
"Hydatid disease",2015,"Māori",0,0
"Trichinosis",2015,"Māori",0,0
"Giardiasis",2015,"Māori",112,15.8
"Brucellosis",2015,"Māori",0,0
"Hepatitis B",2015,"Māori",6,0.8
"Salmonellosis",2015,"Māori",105,14.8
"Legionellosis",2015,"Māori",20,2.8
"Diphtheria",2015,"Māori",0,0
"Campylobacteriosis",2015,"Māori",487,68.8
"Hepatitis C",2015,"Māori",13,1.8
"Rubella",2015,"Māori",0,0
"Hepatitis NOS",2015,"Māori",1,0.1
"Tetanus",2015,"Pacific",0,0
"Q fever",2015,"Pacific",0,0
"Meningococcal disease",2015,"Pacific",8,2.7
"Rheumatic fever",2015,"Pacific",61,20.6
"VTEC/STEC infection",2015,"Pacific",10,3.4
"Toxic shellfish poisoning",2015,"Pacific",0,0
"Taeniasis",2015,"Pacific",0,0
"Invasive pneumococcal disease",2015,"Pacific",51,17.2
"Leprosy",2015,"Pacific",2,0.7
"Poliomyelitis",2015,"Pacific",0,0
"Mumps",2015,"Pacific",1,0.3
"Tuberculosis disease",2015,"Pacific",57,19.2
"Rabies and other lyssaviruses",2015,"Pacific",0,0
"Measles",2015,"Pacific",2,0.7
"Cryptosporidiosis",2015,"Pacific",17,5.7
"Rickettsial disease",2015,"Pacific",0,0
"Meningoencephalitis - primary amoebic",2015,"Pacific",0,0
"Haemophilus influenzae type b",2015,"Pacific",0,0
"Typhoid fever",2015,"Pacific",18,6.1
"Leptospirosis",2015,"Pacific",0,0
"Yersiniosis",2015,"Pacific",18,6.1
"Malaria",2015,"Pacific",4,1.3
"Arboviral diseases",2015,"Pacific",80,27
"Hepatitis B",2015,"Pacific",4,1.3
"Trichinosis",2015,"Pacific",0,0
"Pertussis",2015,"Pacific",90,30.4
"Shigellosis",2015,"Pacific",21,7.1
"Cysticercosis",2015,"Pacific",0,0
"Paratyphoid fever",2015,"Pacific",0,0
"Mpox",2015,"Pacific",0,0
"Hepatitis NOS",2015,"Pacific",2,0.7
"Acute gastroenteritis",2015,"Pacific",16,5.4
"Hydatid disease",2015,"Pacific",0,0
"Hepatitis A",2015,"Pacific",7,2.4
"Rubella",2015,"Pacific",0,0
"Listeriosis",2015,"Pacific",1,0.3
"Legionellosis",2015,"Pacific",5,1.7
"Salmonellosis",2015,"Pacific",49,16.5
"Campylobacteriosis",2015,"Pacific",128,43.2
"Cholera",2015,"Pacific",0,0
"Brucellosis",2015,"Pacific",0,0
"Giardiasis",2015,"Pacific",17,5.7
"Diphtheria",2015,"Pacific",0,0
"Hepatitis C",2015,"Pacific",0,0
"Q fever",2015,"Asian",0,0
"Invasive pneumococcal disease",2015,"Asian",15,2.7
"Leprosy",2015,"Asian",2,0.4
"Toxic shellfish poisoning",2015,"Asian",0,0
"Poliomyelitis",2015,"Asian",0,0
"Rheumatic fever",2015,"Asian",2,0.4
"Tuberculosis disease",2015,"Asian",185,33.9
"VTEC/STEC infection",2015,"Asian",14,2.6
"Mpox",2015,"Asian",0,0
"Rabies and other lyssaviruses",2015,"Asian",0,0
"Meningoencephalitis - primary amoebic",2015,"Asian",0,0
"Cysticercosis",2015,"Asian",0,0
"Legionellosis",2015,"Asian",14,2.6
"Rickettsial disease",2015,"Asian",0,0
"Shigellosis",2015,"Asian",13,2.4
"Paratyphoid fever",2015,"Asian",7,1.3
"Mumps",2015,"Asian",4,0.7
"Giardiasis",2015,"Asian",91,16.7
"Leptospirosis",2015,"Asian",0,0
"Taeniasis",2015,"Asian",2,0.4
"Yersiniosis",2015,"Asian",100,18.3
"Meningococcal disease",2015,"Asian",3,0.5
"Typhoid fever",2015,"Asian",22,4
"Malaria",2015,"Asian",18,3.3
"Tetanus",2015,"Asian",0,0
"Diphtheria",2015,"Asian",2,0.4
"Pertussis",2015,"Asian",47,8.6
"Salmonellosis",2015,"Asian",89,16.3
"Rubella",2015,"Asian",0,0
"Measles",2015,"Asian",3,0.5
"Hepatitis NOS",2015,"Asian",0,0
"Hydatid disease",2015,"Asian",1,0.2
"Listeriosis",2015,"Asian",8,1.5
"Haemophilus influenzae type b",2015,"Asian",0,0
"Trichinosis",2015,"Asian",0,0
"Arboviral diseases",2015,"Asian",19,3.5
"Campylobacteriosis",2015,"Asian",354,64.8
"Cholera",2015,"Asian",0,0
"Acute gastroenteritis",2015,"Asian",41,7.5
"Hepatitis C",2015,"Asian",0,0
"Cryptosporidiosis",2015,"Asian",26,4.8
"Hepatitis A",2015,"Asian",9,1.6
"Brucellosis",2015,"Asian",0,0
"Hepatitis B",2015,"Asian",1,0.2
"Poliomyelitis",2015,"MELAA",0,0
"Leptospirosis",2015,"MELAA",0,0
"Pertussis",2015,"MELAA",6,11.6
"Invasive pneumococcal disease",2015,"MELAA",1,1.9
"Tuberculosis disease",2015,"MELAA",8,15.5
"VTEC/STEC infection",2015,"MELAA",8,15.5
"Mumps",2015,"MELAA",0,0
"Hydatid disease",2015,"MELAA",0,0
"Cysticercosis",2015,"MELAA",1,1.9
"Paratyphoid fever",2015,"MELAA",1,1.9
"Leprosy",2015,"MELAA",0,0
"Legionellosis",2015,"MELAA",3,5.8
"Rheumatic fever",2015,"MELAA",0,0
"Rickettsial disease",2015,"MELAA",0,0
"Arboviral diseases",2015,"MELAA",0,0
"Rubella",2015,"MELAA",0,0
"Listeriosis",2015,"MELAA",0,0
"Measles",2015,"MELAA",0,0
"Giardiasis",2015,"MELAA",24,46.4
"Rabies and other lyssaviruses",2015,"MELAA",0,0
"Q fever",2015,"MELAA",0,0
"Mpox",2015,"MELAA",0,0
"Yersiniosis",2015,"MELAA",7,13.5
"Malaria",2015,"MELAA",6,11.6
"Diphtheria",2015,"MELAA",0,0
"Meningococcal disease",2015,"MELAA",0,0
"Meningoencephalitis - primary amoebic",2015,"MELAA",0,0
"Haemophilus influenzae type b",2015,"MELAA",0,0
"Hepatitis NOS",2015,"MELAA",0,0
"Toxic shellfish poisoning",2015,"MELAA",0,0
"Shigellosis",2015,"MELAA",5,9.7
"Trichinosis",2015,"MELAA",0,0
"Cholera",2015,"MELAA",0,0
"Salmonellosis",2015,"MELAA",12,23.2
"Hepatitis C",2015,"MELAA",0,0
"Hepatitis A",2015,"MELAA",3,5.8
"Brucellosis",2015,"MELAA",1,1.9
"Tetanus",2015,"MELAA",0,0
"Cryptosporidiosis",2015,"MELAA",8,15.5
"Campylobacteriosis",2015,"MELAA",42,81.2
"Acute gastroenteritis",2015,"MELAA",8,15.5
"Typhoid fever",2015,"MELAA",0,0
"Hepatitis B",2015,"MELAA",2,3.9
"Taeniasis",2015,"MELAA",2,3.9
"Rickettsial disease",2015,"European or Others",7,0.2
"Paratyphoid fever",2015,"European or Others",22,0.7
"Poliomyelitis",2015,"European or Others",0,0
"VTEC/STEC infection",2015,"European or Others",256,8.6
"Leptospirosis",2015,"European or Others",50,1.7
"Hydatid disease",2015,"European or Others",3,0.1
"Mumps",2015,"European or Others",5,0.2
"Q fever",2015,"European or Others",0,0
"Invasive pneumococcal disease",2015,"European or Others",258,8.6
"Pertussis",2015,"European or Others",800,26.7
"Rabies and other lyssaviruses",2015,"European or Others",0,0
"Legionellosis",2015,"European or Others",200,6.7
"Rubella",2015,"European or Others",0,0
"Cysticercosis",2015,"European or Others",0,0
"Malaria",2015,"European or Others",8,0.3
"Leprosy",2015,"European or Others",1,0
"Rheumatic fever",2015,"European or Others",0,0
"Meningoencephalitis - primary amoebic",2015,"European or Others",0,0
"Listeriosis",2015,"European or Others",12,0.4
"Measles",2015,"European or Others",5,0.2
"Diphtheria",2015,"European or Others",0,0
"Giardiasis",2015,"European or Others",1153,38.5
"Tuberculosis disease",2015,"European or Others",17,0.6
"Toxic shellfish poisoning",2015,"European or Others",3,0.1
"Yersiniosis",2015,"European or Others",428,14.3
"Hepatitis A",2015,"European or Others",19,0.6
"Haemophilus influenzae type b",2015,"European or Others",3,0.1
"Cryptosporidiosis",2015,"European or Others",565,18.9
"Salmonellosis",2015,"European or Others",747,25
"Shigellosis",2015,"European or Others",58,1.9
"Meningococcal disease",2015,"European or Others",32,1.1
"Typhoid fever",2015,"European or Others",1,0
"Hepatitis C",2015,"European or Others",22,0.7
"Campylobacteriosis",2015,"European or Others",4837,161.7
"Trichinosis",2015,"European or Others",0,0
"Arboviral diseases",2015,"European or Others",69,2.3
"Taeniasis",2015,"European or Others",1,0
"Tetanus",2015,"European or Others",1,0
"Hepatitis NOS",2015,"European or Others",1,0
"Acute gastroenteritis",2015,"European or Others",329,11
"Cholera",2015,"European or Others",0,0
"Hepatitis B",2015,"European or Others",19,0.6
"Mpox",2015,"European or Others",0,0
"Brucellosis",2015,"European or Others",0,0
"VTEC/STEC infection",2016,"Māori",48,6.7
"Invasive pneumococcal disease",2016,"Māori",113,15.7
"Pertussis",2016,"Māori",170,23.6
"Hydatid disease",2016,"Māori",0,0
"Tuberculosis disease",2016,"Māori",27,3.8
"Rickettsial disease",2016,"Māori",0,0
"Measles",2016,"Māori",50,6.9
"Poliomyelitis",2016,"Māori",0,0
"Trichinosis",2016,"Māori",0,0
"Rheumatic fever",2016,"Māori",52,7.2
"Leprosy",2016,"Māori",0,0
"Cysticercosis",2016,"Māori",0,0
"Mumps",2016,"Māori",3,0.4
"Taeniasis",2016,"Māori",0,0
"Rubella",2016,"Māori",0,0
"Legionellosis",2016,"Māori",10,1.4
"Paratyphoid fever",2016,"Māori",0,0
"Meningococcal disease",2016,"Māori",18,2.5
"Tetanus",2016,"Māori",0,0
"Arboviral diseases",2016,"Māori",17,2.4
"Q fever",2016,"Māori",0,0
"Leptospirosis",2016,"Māori",12,1.7
"Hepatitis NOS",2016,"Māori",0,0
"Giardiasis",2016,"Māori",107,14.9
"Malaria",2016,"Māori",0,0
"Shigellosis",2016,"Māori",12,1.7
"Yersiniosis",2016,"Māori",81,11.3
"Mpox",2016,"Māori",0,0
"Diphtheria",2016,"Māori",0,0
"Listeriosis",2016,"Māori",6,0.8
"Toxic shellfish poisoning",2016,"Māori",1,0.1
"Acute gastroenteritis",2016,"Māori",52,7.2
"Rabies and other lyssaviruses",2016,"Māori",0,0
"Cryptosporidiosis",2016,"Māori",121,16.8
"Haemophilus influenzae type b",2016,"Māori",2,0.3
"Hepatitis B",2016,"Māori",4,0.6
"Typhoid fever",2016,"Māori",0,0
"Hepatitis A",2016,"Māori",2,0.3
"Salmonellosis",2016,"Māori",128,17.8
"Meningoencephalitis - primary amoebic",2016,"Māori",0,0
"Hepatitis C",2016,"Māori",8,1.1
"Campylobacteriosis",2016,"Māori",667,92.7
"Cholera",2016,"Māori",0,0
"Brucellosis",2016,"Māori",0,0
"Tuberculosis disease",2016,"Pacific",37,12.2
"Hydatid disease",2016,"Pacific",1,0.3
"Leptospirosis",2016,"Pacific",2,0.7
"Measles",2016,"Pacific",11,3.6
"Poliomyelitis",2016,"Pacific",0,0
"Rickettsial disease",2016,"Pacific",0,0
"Leprosy",2016,"Pacific",0,0
"VTEC/STEC infection",2016,"Pacific",16,5.3
"Rubella",2016,"Pacific",0,0
"Paratyphoid fever",2016,"Pacific",0,0
"Arboviral diseases",2016,"Pacific",126,41.6
"Meningococcal disease",2016,"Pacific",12,4
"Legionellosis",2016,"Pacific",10,3.3
"Trichinosis",2016,"Pacific",0,0
"Yersiniosis",2016,"Pacific",22,7.3
"Pertussis",2016,"Pacific",43,14.2
"Cysticercosis",2016,"Pacific",0,0
"Listeriosis",2016,"Pacific",4,1.3
"Invasive pneumococcal disease",2016,"Pacific",78,25.7
"Rabies and other lyssaviruses",2016,"Pacific",0,0
"Tetanus",2016,"Pacific",0,0
"Q fever",2016,"Pacific",0,0
"Malaria",2016,"Pacific",4,1.3
"Hepatitis NOS",2016,"Pacific",3,1
"Cholera",2016,"Pacific",0,0
"Diphtheria",2016,"Pacific",1,0.3
"Giardiasis",2016,"Pacific",17,5.6
"Meningoencephalitis - primary amoebic",2016,"Pacific",0,0
"Mumps",2016,"Pacific",6,2
"Mpox",2016,"Pacific",0,0
"Rheumatic fever",2016,"Pacific",80,26.4
"Haemophilus influenzae type b",2016,"Pacific",0,0
"Toxic shellfish poisoning",2016,"Pacific",0,0
"Hepatitis C",2016,"Pacific",0,0
"Hepatitis B",2016,"Pacific",2,0.7
"Acute gastroenteritis",2016,"Pacific",28,9.2
"Shigellosis",2016,"Pacific",47,15.5
"Salmonellosis",2016,"Pacific",62,20.5
"Typhoid fever",2016,"Pacific",18,5.9
"Hepatitis A",2016,"Pacific",6,2
"Brucellosis",2016,"Pacific",0,0
"Cryptosporidiosis",2016,"Pacific",17,5.6
"Taeniasis",2016,"Pacific",0,0
"Campylobacteriosis",2016,"Pacific",159,52.5
"Leptospirosis",2016,"Asian",1,0.2
"Rickettsial disease",2016,"Asian",1,0.2
"Pertussis",2016,"Asian",44,7.8
"VTEC/STEC infection",2016,"Asian",40,7.1
"Listeriosis",2016,"Asian",6,1.1
"Invasive pneumococcal disease",2016,"Asian",22,3.9
"Malaria",2016,"Asian",8,1.4
"Arboviral diseases",2016,"Asian",33,5.9
"Poliomyelitis",2016,"Asian",0,0
"Giardiasis",2016,"Asian",94,16.7
"Paratyphoid fever",2016,"Asian",14,2.5
"Mumps",2016,"Asian",4,0.7
"Legionellosis",2016,"Asian",8,1.4
"Trichinosis",2016,"Asian",0,0
"Tuberculosis disease",2016,"Asian",182,32.4
"Q fever",2016,"Asian",0,0
"Hydatid disease",2016,"Asian",0,0
"Typhoid fever",2016,"Asian",19,3.4
"Haemophilus influenzae type b",2016,"Asian",0,0
"Cryptosporidiosis",2016,"Asian",48,8.5
"Toxic shellfish poisoning",2016,"Asian",0,0
"Cysticercosis",2016,"Asian",0,0
"Meningococcal disease",2016,"Asian",5,0.9
"Rubella",2016,"Asian",2,0.4
"Measles",2016,"Asian",4,0.7
"Hepatitis NOS",2016,"Asian",3,0.5
"Mpox",2016,"Asian",0,0
"Rheumatic fever",2016,"Asian",1,0.2
"Leprosy",2016,"Asian",0,0
"Diphtheria",2016,"Asian",0,0
"Hepatitis A",2016,"Asian",9,1.6
"Taeniasis",2016,"Asian",2,0.4
"Brucellosis",2016,"Asian",0,0
"Hepatitis C",2016,"Asian",0,0
"Shigellosis",2016,"Asian",13,2.3
"Acute gastroenteritis",2016,"Asian",52,9.3
"Yersiniosis",2016,"Asian",181,32.2
"Rabies and other lyssaviruses",2016,"Asian",0,0
"Salmonellosis",2016,"Asian",77,13.7
"Meningoencephalitis - primary amoebic",2016,"Asian",0,0
"Tetanus",2016,"Asian",0,0
"Cholera",2016,"Asian",0,0
"Campylobacteriosis",2016,"Asian",408,72.6
"Hepatitis B",2016,"Asian",6,1.1
"VTEC/STEC infection",2016,"MELAA",7,13.2
"Hydatid disease",2016,"MELAA",0,0
"Invasive pneumococcal disease",2016,"MELAA",2,3.8
"Pertussis",2016,"MELAA",13,24.5
"Poliomyelitis",2016,"MELAA",0,0
"Tuberculosis disease",2016,"MELAA",9,16.9
"Rickettsial disease",2016,"MELAA",0,0
"Cysticercosis",2016,"MELAA",0,0
"Paratyphoid fever",2016,"MELAA",0,0
"Trichinosis",2016,"MELAA",0,0
"Rheumatic fever",2016,"MELAA",0,0
"Diphtheria",2016,"MELAA",0,0
"Q fever",2016,"MELAA",0,0
"Leptospirosis",2016,"MELAA",0,0
"Tetanus",2016,"MELAA",0,0
"Leprosy",2016,"MELAA",0,0
"Cryptosporidiosis",2016,"MELAA",9,16.9
"Malaria",2016,"MELAA",4,7.5
"Hepatitis NOS",2016,"MELAA",0,0
"Rubella",2016,"MELAA",0,0
"Salmonellosis",2016,"MELAA",10,18.8
"Measles",2016,"MELAA",0,0
"Listeriosis",2016,"MELAA",0,0
"Yersiniosis",2016,"MELAA",8,15
"Mumps",2016,"MELAA",0,0
"Giardiasis",2016,"MELAA",41,77.1
"Mpox",2016,"MELAA",0,0
"Rabies and other lyssaviruses",2016,"MELAA",0,0
"Arboviral diseases",2016,"MELAA",5,9.4
"Taeniasis",2016,"MELAA",1,1.9
"Haemophilus influenzae type b",2016,"MELAA",0,0
"Shigellosis",2016,"MELAA",0,0
"Acute gastroenteritis",2016,"MELAA",7,13.2
"Cholera",2016,"MELAA",0,0
"Legionellosis",2016,"MELAA",0,0
"Toxic shellfish poisoning",2016,"MELAA",0,0
"Meningoencephalitis - primary amoebic",2016,"MELAA",0,0
"Meningococcal disease",2016,"MELAA",1,1.9
"Hepatitis B",2016,"MELAA",1,1.9
"Brucellosis",2016,"MELAA",0,0
"Typhoid fever",2016,"MELAA",1,1.9
"Campylobacteriosis",2016,"MELAA",52,97.8
"Hepatitis A",2016,"MELAA",2,3.8
"Hepatitis C",2016,"MELAA",0,0
"VTEC/STEC infection",2016,"European or Others",296,9.7
"Trichinosis",2016,"European or Others",0,0
"Rickettsial disease",2016,"European or Others",4,0.1
"Tuberculosis disease",2016,"European or Others",36,1.2
"Taeniasis",2016,"European or Others",1,0
"Hydatid disease",2016,"European or Others",1,0
"Poliomyelitis",2016,"European or Others",0,0
"Measles",2016,"European or Others",36,1.2
"Leptospirosis",2016,"European or Others",66,2.2
"Q fever",2016,"European or Others",0,0
"Invasive pneumococcal disease",2016,"European or Others",251,8.2
"Leprosy",2016,"European or Others",0,0
"Legionellosis",2016,"European or Others",214,7
"Haemophilus influenzae type b",2016,"European or Others",0,0
"Malaria",2016,"European or Others",8,0.3
"Rabies and other lyssaviruses",2016,"European or Others",0,0
"Rheumatic fever",2016,"European or Others",3,0.1
"Diphtheria",2016,"European or Others",0,0
"Rubella",2016,"European or Others",1,0
"Paratyphoid fever",2016,"European or Others",16,0.5
"Arboviral diseases",2016,"European or Others",133,4.4
"Cysticercosis",2016,"European or Others",0,0
"Hepatitis B",2016,"European or Others",18,0.6
"Meningoencephalitis - primary amoebic",2016,"European or Others",0,0
"Pertussis",2016,"European or Others",805,26.4
"Meningococcal disease",2016,"European or Others",39,1.3
"Hepatitis NOS",2016,"European or Others",1,0
"Cryptosporidiosis",2016,"European or Others",832,27.2
"Toxic shellfish poisoning",2016,"European or Others",2,0.1
"Mumps",2016,"European or Others",5,0.2
"Hepatitis A",2016,"European or Others",16,0.5
"Listeriosis",2016,"European or Others",20,0.7
"Yersiniosis",2016,"European or Others",528,17.3
"Shigellosis",2016,"European or Others",94,3.1
"Salmonellosis",2016,"European or Others",781,25.6
"Tetanus",2016,"European or Others",1,0
"Brucellosis",2016,"European or Others",0,0
"Campylobacteriosis",2016,"European or Others",5813,190.4
"Typhoid fever",2016,"European or Others",0,0
"Giardiasis",2016,"European or Others",1291,42.3
"Cholera",2016,"European or Others",0,0
"Mpox",2016,"European or Others",0,0
"Acute gastroenteritis",2016,"European or Others",326,10.7
"Hepatitis C",2016,"European or Others",23,0.8
"VTEC/STEC infection",2017,"Māori",70,9.6
"Trichinosis",2017,"Māori",0,0
"Pertussis",2017,"Māori",309,42.2
"Invasive pneumococcal disease",2017,"Māori",134,18.3
"Q fever",2017,"Māori",0,0
"Rickettsial disease",2017,"Māori",0,0
