"Disease","Report Year","DHBName","Sex Group","Case Count","Case rate per 100,000"
"VTEC/STEC infection",2020,"Nelson Marlborough","Female",26,32
"Hepatitis A",2020,"Nelson Marlborough","Female",0,0
"Rubella",2020,"Nelson Marlborough","Female",0,0
"Brucellosis",2020,"Nelson Marlborough","Female",0,0
"Giardiasis",2020,"Nelson Marlborough","Female",12,14.7
"Measles",2020,"Nelson Marlborough","Female",0,0
"Hepatitis C",2020,"Nelson Marlborough","Female",1,1.2
"Paratyphoid fever",2020,"Nelson Marlborough","Female",0,0
"Diphtheria",2020,"Nelson Marlborough","Female",0,0
"Yersiniosis",2020,"Nelson Marlborough","Female",26,32
"Hepatitis B",2020,"Nelson Marlborough","Female",1,1.2
"Campylobacteriosis",2020,"Nelson Marlborough","Female",75,92.2
"Rabies and other lyssaviruses",2020,"Nelson Marlborough","Female",0,0
"Meningococcal disease",2020,"Nelson Marlborough","Female",0,0
"Arboviral diseases",2020,"Nelson Marlborough","Female",2,2.5
"Leprosy",2020,"Nelson Marlborough","Female",0,0
"Rheumatic fever",2020,"Nelson Marlborough","Female",0,0
"Mpox",2020,"Nelson Marlborough","Female",0,0
"Tetanus",2020,"Nelson Marlborough","Female",0,0
"Toxic shellfish poisoning",2020,"Nelson Marlborough","Female",0,0
"Shigellosis",2020,"Nelson Marlborough","Female",0,0
"Q fever",2020,"Nelson Marlborough","Female",0,0
"Haemophilus influenzae type b",2020,"Nelson Marlborough","Female",0,0
"Typhoid fever",2020,"Nelson Marlborough","Female",0,0
"Rickettsial disease",2020,"Nelson Marlborough","Female",0,0
"Hydatid disease",2020,"Nelson Marlborough","Female",0,0
"Salmonellosis",2020,"Nelson Marlborough","Female",13,16
"Legionellosis",2020,"Nelson Marlborough","Female",5,6.1
"Hepatitis NOS",2020,"Nelson Marlborough","Female",0,0
"Poliomyelitis",2020,"Canterbury","Male",0,0
"Acute gastroenteritis",2020,"Canterbury","Male",19,6.5
"Pertussis",2020,"Canterbury","Male",6,2.1
"Trichinosis",2020,"Canterbury","Male",0,0
"Hepatitis B",2020,"Canterbury","Male",0,0
"Tuberculosis disease",2020,"Canterbury","Male",11,3.8
"Mumps",2020,"Canterbury","Male",2,0.7
"Measles",2020,"Canterbury","Male",0,0
"Leptospirosis",2020,"Canterbury","Male",2,0.7
"Rubella",2020,"Canterbury","Male",0,0
"Listeriosis",2020,"Canterbury","Male",1,0.3
"Taeniasis",2020,"Canterbury","Male",0,0
"Hepatitis A",2020,"Canterbury","Male",3,1
"Cholera",2020,"Canterbury","Male",0,0
"Brucellosis",2020,"Canterbury","Male",0,0
"Mpox",2020,"Canterbury","Male",0,0
"Typhoid fever",2020,"Canterbury","Male",1,0.3
"Yersiniosis",2020,"Canterbury","Male",61,21
"VTEC/STEC infection",2020,"Canterbury","Male",43,14.8
"Malaria",2020,"Canterbury","Male",0,0
"Diphtheria",2020,"Canterbury","Male",0,0
"Hydatid disease",2020,"Canterbury","Male",0,0
"Leprosy",2020,"Canterbury","Male",0,0
"Rabies and other lyssaviruses",2020,"Canterbury","Male",0,0
"Meningococcal disease",2020,"Canterbury","Male",3,1
"Campylobacteriosis",2020,"Canterbury","Male",305,104.9
"Invasive pneumococcal disease",2020,"Canterbury","Male",17,5.8
"Giardiasis",2020,"Canterbury","Male",59,20.3
"Rickettsial disease",2020,"Canterbury","Male",0,0
"Hepatitis C",2020,"Canterbury","Male",6,2.1
"Paratyphoid fever",2020,"Canterbury","Male",2,0.7
"Toxic shellfish poisoning",2020,"Canterbury","Male",0,0
"Meningoencephalitis - primary amoebic",2020,"Canterbury","Male",0,0
"Arboviral diseases",2020,"Canterbury","Male",3,1
"Cryptosporidiosis",2020,"Canterbury","Male",22,7.6
"Haemophilus influenzae type b",2020,"Canterbury","Male",0,0
"Tetanus",2020,"Canterbury","Male",0,0
"Legionellosis",2020,"Canterbury","Male",27,9.3
"Rheumatic fever",2020,"Canterbury","Male",2,0.7
"Shigellosis",2020,"Canterbury","Male",2,0.7
"Salmonellosis",2020,"Canterbury","Male",53,18.2
"Hepatitis NOS",2020,"Canterbury","Male",3,1
"Cysticercosis",2020,"Canterbury","Male",0,0
"Q fever",2020,"Canterbury","Male",0,0
"Mumps",2020,"Canterbury","Female",1,0.3
"Acute gastroenteritis",2020,"Canterbury","Female",27,9.3
"Yersiniosis",2020,"Canterbury","Female",67,23.1
"Leptospirosis",2020,"Canterbury","Female",1,0.3
"Hepatitis B",2020,"Canterbury","Female",0,0
"Meningoencephalitis - primary amoebic",2020,"Canterbury","Female",0,0
"Listeriosis",2020,"Canterbury","Female",1,0.3
"Poliomyelitis",2020,"Canterbury","Female",0,0
"VTEC/STEC infection",2020,"Canterbury","Female",39,13.4
"Meningococcal disease",2020,"Canterbury","Female",3,1
"Legionellosis",2020,"Canterbury","Female",17,5.9
"Cholera",2020,"Canterbury","Female",0,0
"Brucellosis",2020,"Canterbury","Female",1,0.3
"Measles",2020,"Canterbury","Female",0,0
"Haemophilus influenzae type b",2020,"Canterbury","Female",0,0
"Rubella",2020,"Canterbury","Female",0,0
"Hydatid disease",2020,"Canterbury","Female",0,0
"Invasive pneumococcal disease",2020,"Canterbury","Female",14,4.8
"Toxic shellfish poisoning",2020,"Canterbury","Female",0,0
"Leprosy",2020,"Canterbury","Female",0,0
"Cryptosporidiosis",2020,"Canterbury","Female",34,11.7
"Pertussis",2020,"Canterbury","Female",3,1
"Typhoid fever",2020,"Canterbury","Female",0,0
"Salmonellosis",2020,"Canterbury","Female",57,19.7
"Taeniasis",2020,"Canterbury","Female",0,0
"Cysticercosis",2020,"Canterbury","Female",0,0
"Diphtheria",2020,"Canterbury","Female",0,0
"Paratyphoid fever",2020,"Canterbury","Female",0,0
"Rheumatic fever",2020,"Canterbury","Female",1,0.3
"Tuberculosis disease",2020,"Canterbury","Female",13,4.5
"Trichinosis",2020,"Canterbury","Female",0,0
"Hepatitis NOS",2020,"Canterbury","Female",0,0
"Campylobacteriosis",2020,"Canterbury","Female",244,84.1
"Mpox",2020,"Canterbury","Female",0,0
"Malaria",2020,"Canterbury","Female",1,0.3
"Hepatitis C",2020,"Canterbury","Female",2,0.7
"Shigellosis",2020,"Canterbury","Female",0,0
"Tetanus",2020,"Canterbury","Female",0,0
"Rickettsial disease",2020,"Canterbury","Female",0,0
"Arboviral diseases",2020,"Canterbury","Female",3,1
"Q fever",2020,"Canterbury","Female",0,0
"Rabies and other lyssaviruses",2020,"Canterbury","Female",0,0
"Giardiasis",2020,"Canterbury","Female",47,16.2
"Hepatitis A",2020,"Canterbury","Female",1,0.3
"Hepatitis B",2020,"Southern","Male",0,0
"Meningoencephalitis - primary amoebic",2020,"Southern","Male",0,0
"Mumps",2020,"Southern","Male",29,16.7
"Leptospirosis",2020,"Southern","Male",4,2.3
"Haemophilus influenzae type b",2020,"Southern","Male",0,0
"Shigellosis",2020,"Southern","Male",0,0
"Poliomyelitis",2020,"Southern","Male",0,0
"Meningococcal disease",2020,"Southern","Male",0,0
"Hydatid disease",2020,"Southern","Male",0,0
"Rubella",2020,"Southern","Male",0,0
"Yersiniosis",2020,"Southern","Male",46,26.4
"Taeniasis",2020,"Southern","Male",0,0
"Brucellosis",2020,"Southern","Male",0,0
"Rheumatic fever",2020,"Southern","Male",0,0
"Malaria",2020,"Southern","Male",0,0
"Diphtheria",2020,"Southern","Male",0,0
"Listeriosis",2020,"Southern","Male",0,0
"Acute gastroenteritis",2020,"Southern","Male",2,1.1
"Legionellosis",2020,"Southern","Male",12,6.9
"Toxic shellfish poisoning",2020,"Southern","Male",0,0
"Invasive pneumococcal disease",2020,"Southern","Male",9,5.2
"Cysticercosis",2020,"Southern","Male",0,0
"Cryptosporidiosis",2020,"Southern","Male",46,26.4
"Measles",2020,"Southern","Male",0,0
"Rickettsial disease",2020,"Southern","Male",1,0.6
"Tetanus",2020,"Southern","Male",0,0
"Hepatitis C",2020,"Southern","Male",6,3.4
"Q fever",2020,"Southern","Male",0,0
"Salmonellosis",2020,"Southern","Male",36,20.7
"Tuberculosis disease",2020,"Southern","Male",4,2.3
"Cholera",2020,"Southern","Male",0,0
"Hepatitis NOS",2020,"Southern","Male",0,0
"Mpox",2020,"Southern","Male",0,0
"Leprosy",2020,"Southern","Male",0,0
"Trichinosis",2020,"Southern","Male",0,0
"Giardiasis",2020,"Southern","Male",28,16.1
"VTEC/STEC infection",2020,"Southern","Male",73,42
"Typhoid fever",2020,"Southern","Male",0,0
"Hepatitis A",2020,"Southern","Male",0,0
"Paratyphoid fever",2020,"Southern","Male",0,0
"Rabies and other lyssaviruses",2020,"Southern","Male",0,0
"Arboviral diseases",2020,"Southern","Male",1,0.6
"Pertussis",2020,"Southern","Male",2,1.1
"Campylobacteriosis",2020,"Southern","Male",296,170.1
"Acute gastroenteritis",2020,"Southern","Female",5,2.8
"Meningococcal disease",2020,"Southern","Female",0,0
"Hepatitis B",2020,"Southern","Female",1,0.6
"Mumps",2020,"Southern","Female",19,10.8
"Q fever",2020,"Southern","Female",0,0
"Yersiniosis",2020,"Southern","Female",54,30.8
"Hydatid disease",2020,"Southern","Female",0,0
"Invasive pneumococcal disease",2020,"Southern","Female",9,5.1
"Leptospirosis",2020,"Southern","Female",1,0.6
"Shigellosis",2020,"Southern","Female",3,1.7
"Cryptosporidiosis",2020,"Southern","Female",70,39.9
"Meningoencephalitis - primary amoebic",2020,"Southern","Female",0,0
"Mpox",2020,"Southern","Female",0,0
"Rubella",2020,"Southern","Female",0,0
"Brucellosis",2020,"Southern","Female",0,0
"Poliomyelitis",2020,"Southern","Female",0,0
"Toxic shellfish poisoning",2020,"Southern","Female",0,0
"Haemophilus influenzae type b",2020,"Southern","Female",0,0
"Tuberculosis disease",2020,"Southern","Female",5,2.8
"Rickettsial disease",2020,"Southern","Female",0,0
"Leprosy",2020,"Southern","Female",0,0
"Tetanus",2020,"Southern","Female",0,0
"Hepatitis A",2020,"Southern","Female",0,0
"Malaria",2020,"Southern","Female",0,0
"Rheumatic fever",2020,"Southern","Female",2,1.1
"Typhoid fever",2020,"Southern","Female",0,0
"Taeniasis",2020,"Southern","Female",0,0
"Cholera",2020,"Southern","Female",0,0
"Legionellosis",2020,"Southern","Female",3,1.7
"Diphtheria",2020,"Southern","Female",0,0
"Cysticercosis",2020,"Southern","Female",0,0
"Hepatitis NOS",2020,"Southern","Female",0,0
"VTEC/STEC infection",2020,"Southern","Female",73,41.6
"Pertussis",2020,"Southern","Female",5,2.8
"Campylobacteriosis",2020,"Southern","Female",222,126.4
"Rabies and other lyssaviruses",2020,"Southern","Female",0,0
"Hepatitis C",2020,"Southern","Female",2,1.1
"Listeriosis",2020,"Southern","Female",2,1.1
"Salmonellosis",2020,"Southern","Female",31,17.7
"Giardiasis",2020,"Southern","Female",29,16.5
"Measles",2020,"Southern","Female",0,0
"Arboviral diseases",2020,"Southern","Female",1,0.6
"Paratyphoid fever",2020,"Southern","Female",0,0
"Trichinosis",2020,"Southern","Female",0,0
"Invasive pneumococcal disease",2020,"South Canterbury","Male",1,3.2
"Meningoencephalitis - primary amoebic",2020,"South Canterbury","Male",0,0
"Brucellosis",2020,"South Canterbury","Male",0,0
"Hydatid disease",2020,"South Canterbury","Male",0,0
"Tetanus",2020,"South Canterbury","Male",0,0
"Acute gastroenteritis",2020,"South Canterbury","Male",2,6.4
"Shigellosis",2020,"South Canterbury","Male",1,3.2
"Leprosy",2020,"South Canterbury","Male",0,0
"Rheumatic fever",2020,"South Canterbury","Male",0,0
"Yersiniosis",2020,"South Canterbury","Male",4,12.8
"Rickettsial disease",2020,"South Canterbury","Male",0,0
"Malaria",2020,"South Canterbury","Male",0,0
"Poliomyelitis",2020,"South Canterbury","Male",0,0
"Q fever",2020,"South Canterbury","Male",0,0
"Tuberculosis disease",2020,"South Canterbury","Male",1,3.2
"Hepatitis B",2020,"South Canterbury","Male",0,0
"Cryptosporidiosis",2020,"South Canterbury","Male",16,51.3
"Typhoid fever",2020,"South Canterbury","Male",0,0
"Campylobacteriosis",2020,"South Canterbury","Male",79,253.3
"Cysticercosis",2020,"South Canterbury","Male",0,0
"Rubella",2020,"South Canterbury","Male",0,0
"Diphtheria",2020,"South Canterbury","Male",0,0
"Leptospirosis",2020,"South Canterbury","Male",0,0
"Taeniasis",2020,"South Canterbury","Male",0,0
"Haemophilus influenzae type b",2020,"South Canterbury","Male",0,0
"Cholera",2020,"South Canterbury","Male",0,0
"Hepatitis C",2020,"South Canterbury","Male",1,3.2
"Mumps",2020,"South Canterbury","Male",0,0
"Trichinosis",2020,"South Canterbury","Male",0,0
"Hepatitis NOS",2020,"South Canterbury","Male",1,3.2
"VTEC/STEC infection",2020,"South Canterbury","Male",11,35.3
"Toxic shellfish poisoning",2020,"South Canterbury","Male",0,0
"Listeriosis",2020,"South Canterbury","Male",0,0
"Salmonellosis",2020,"South Canterbury","Male",6,19.2
"Giardiasis",2020,"South Canterbury","Male",4,12.8
"Legionellosis",2020,"South Canterbury","Male",3,9.6
"Arboviral diseases",2020,"South Canterbury","Male",0,0
"Measles",2020,"South Canterbury","Male",0,0
"Paratyphoid fever",2020,"South Canterbury","Male",0,0
"Mpox",2020,"South Canterbury","Male",0,0
"Pertussis",2020,"South Canterbury","Male",0,0
"Rabies and other lyssaviruses",2020,"South Canterbury","Male",0,0
"Hepatitis A",2020,"South Canterbury","Male",0,0
"Meningococcal disease",2020,"South Canterbury","Male",0,0
"Invasive pneumococcal disease",2020,"South Canterbury","Female",6,19.4
"Brucellosis",2020,"South Canterbury","Female",0,0
"Typhoid fever",2020,"South Canterbury","Female",0,0
"Meningoencephalitis - primary amoebic",2020,"South Canterbury","Female",0,0
"Trichinosis",2020,"South Canterbury","Female",0,0
"Giardiasis",2020,"South Canterbury","Female",7,22.7
"Rickettsial disease",2020,"South Canterbury","Female",0,0
"Tuberculosis disease",2020,"South Canterbury","Female",2,6.5
"Malaria",2020,"South Canterbury","Female",0,0
"Rheumatic fever",2020,"South Canterbury","Female",0,0
"Hepatitis B",2020,"South Canterbury","Female",1,3.2
"Mumps",2020,"South Canterbury","Female",0,0
"Cysticercosis",2020,"South Canterbury","Female",0,0
"Cryptosporidiosis",2020,"South Canterbury","Female",14,45.4
"Taeniasis",2020,"South Canterbury","Female",0,0
"Meningococcal disease",2020,"South Canterbury","Female",0,0
"Rubella",2020,"South Canterbury","Female",0,0
"Hepatitis C",2020,"South Canterbury","Female",0,0
"Diphtheria",2020,"South Canterbury","Female",0,0
"Q fever",2020,"South Canterbury","Female",0,0
"Measles",2020,"South Canterbury","Female",0,0
"Cholera",2020,"South Canterbury","Female",0,0
"Leprosy",2020,"South Canterbury","Female",0,0
"Yersiniosis",2020,"South Canterbury","Female",7,22.7
"Pertussis",2020,"South Canterbury","Female",0,0
"VTEC/STEC infection",2020,"South Canterbury","Female",6,19.4
"Arboviral diseases",2020,"South Canterbury","Female",0,0
"Hepatitis NOS",2020,"South Canterbury","Female",0,0
"Rabies and other lyssaviruses",2020,"South Canterbury","Female",0,0
"Campylobacteriosis",2020,"South Canterbury","Female",49,158.8
"Listeriosis",2020,"South Canterbury","Female",0,0
"Tetanus",2020,"South Canterbury","Female",0,0
"Salmonellosis",2020,"South Canterbury","Female",9,29.2
"Paratyphoid fever",2020,"South Canterbury","Female",0,0
"Acute gastroenteritis",2020,"South Canterbury","Female",0,0
"Leptospirosis",2020,"South Canterbury","Female",0,0
"Haemophilus influenzae type b",2020,"South Canterbury","Female",0,0
"Toxic shellfish poisoning",2020,"South Canterbury","Female",0,0
"Hepatitis A",2020,"South Canterbury","Female",0,0
"Hydatid disease",2020,"South Canterbury","Female",0,0
"Mpox",2020,"South Canterbury","Female",0,0
"Legionellosis",2020,"South Canterbury","Female",1,3.2
"Poliomyelitis",2020,"South Canterbury","Female",0,0
"Shigellosis",2020,"South Canterbury","Female",1,3.2
"Hepatitis B",2020,"Northland","Male",0,0
"Rheumatic fever",2020,"Northland","Male",4,4.1
"Taeniasis",2020,"Northland","Male",0,0
"Campylobacteriosis",2020,"Northland","Male",97,100.1
"Cryptosporidiosis",2020,"Northland","Male",12,12.4
"Giardiasis",2020,"Northland","Male",38,39.2
"Hepatitis C",2020,"Northland","Male",0,0
"Meningoencephalitis - primary amoebic",2020,"Northland","Male",0,0
"Tuberculosis disease",2020,"Northland","Male",2,2.1
"Trichinosis",2020,"Northland","Male",0,0
"VTEC/STEC infection",2020,"Northland","Male",30,31
"Paratyphoid fever",2020,"Northland","Male",0,0
"Mumps",2020,"Northland","Male",0,0
"Rubella",2020,"Northland","Male",0,0
"Tetanus",2020,"Northland","Male",0,0
"Diphtheria",2020,"Northland","Male",0,0
"Meningococcal disease",2020,"Northland","Male",1,1
"Cholera",2020,"Northland","Male",0,0
"Invasive pneumococcal disease",2020,"Northland","Male",11,11.4
"Brucellosis",2020,"Northland","Male",0,0
"Measles",2020,"Northland","Male",0,0
"Pertussis",2020,"Northland","Male",2,2.1
"Leptospirosis",2020,"Northland","Male",4,4.1
"Mpox",2020,"Northland","Male",0,0
"Poliomyelitis",2020,"Northland","Male",0,0
"Rickettsial disease",2020,"Northland","Male",0,0
"Listeriosis",2020,"Northland","Male",0,0
"Leprosy",2020,"Northland","Male",0,0
"Legionellosis",2020,"Northland","Male",4,4.1
"Q fever",2020,"Northland","Male",0,0
"Salmonellosis",2020,"Northland","Male",12,12.4
"Yersiniosis",2020,"Northland","Male",12,12.4
"Cysticercosis",2020,"Northland","Male",0,0
"Malaria",2020,"Northland","Male",0,0
"Acute gastroenteritis",2020,"Northland","Male",11,11.4
"Hepatitis A",2020,"Northland","Male",0,0
"Hepatitis NOS",2020,"Northland","Male",0,0
"Arboviral diseases",2020,"Northland","Male",1,1
"Rabies and other lyssaviruses",2020,"Northland","Male",0,0
"Typhoid fever",2020,"Northland","Male",0,0
"Hydatid disease",2020,"Northland","Male",0,0
"Shigellosis",2020,"Northland","Male",0,0
"Haemophilus influenzae type b",2020,"Northland","Male",0,0
"Toxic shellfish poisoning",2020,"Northland","Male",0,0
"Giardiasis",2020,"Northland","Female",33,33.8
"Mumps",2020,"Northland","Female",0,0
"Listeriosis",2020,"Northland","Female",0,0
"Hepatitis C",2020,"Northland","Female",0,0
"Cholera",2020,"Northland","Female",0,0
"Hepatitis B",2020,"Northland","Female",0,0
"Taeniasis",2020,"Northland","Female",0,0
"Cryptosporidiosis",2020,"Northland","Female",12,12.3
"Acute gastroenteritis",2020,"Northland","Female",3,3.1
"Leptospirosis",2020,"Northland","Female",1,1
"VTEC/STEC infection",2020,"Northland","Female",35,35.8
"Rubella",2020,"Northland","Female",0,0
"Poliomyelitis",2020,"Northland","Female",0,0
"Rickettsial disease",2020,"Northland","Female",0,0
"Cysticercosis",2020,"Northland","Female",0,0
"Invasive pneumococcal disease",2020,"Northland","Female",13,13.3
"Pertussis",2020,"Northland","Female",5,5.1
"Measles",2020,"Northland","Female",0,0
"Tuberculosis disease",2020,"Northland","Female",3,3.1
"Trichinosis",2020,"Northland","Female",0,0
"Campylobacteriosis",2020,"Northland","Female",110,112.5
"Malaria",2020,"Northland","Female",1,1
"Yersiniosis",2020,"Northland","Female",10,10.2
"Hepatitis A",2020,"Northland","Female",0,0
"Legionellosis",2020,"Northland","Female",4,4.1
"Brucellosis",2020,"Northland","Female",0,0
"Meningococcal disease",2020,"Northland","Female",0,0
"Meningoencephalitis - primary amoebic",2020,"Northland","Female",0,0
"Haemophilus influenzae type b",2020,"Northland","Female",0,0
"Mpox",2020,"Northland","Female",0,0
"Rheumatic fever",2020,"Northland","Female",1,1
"Diphtheria",2020,"Northland","Female",0,0
"Arboviral diseases",2020,"Northland","Female",2,2
"Typhoid fever",2020,"Northland","Female",0,0
"Salmonellosis",2020,"Northland","Female",18,18.4
"Hydatid disease",2020,"Northland","Female",0,0
"Leprosy",2020,"Northland","Female",0,0
"Shigellosis",2020,"Northland","Female",0,0
"Hepatitis NOS",2020,"Northland","Female",0,0
"Rabies and other lyssaviruses",2020,"Northland","Female",0,0
"Toxic shellfish poisoning",2020,"Northland","Female",0,0
"Q fever",2020,"Northland","Female",0,0
"Tetanus",2020,"Northland","Female",0,0
"Paratyphoid fever",2020,"Northland","Female",0,0
"Hepatitis C",2020,"Counties Manukau","Male",0,0
"Rubella",2020,"Counties Manukau","Male",0,0
"Campylobacteriosis",2020,"Counties Manukau","Male",237,79.9
"Poliomyelitis",2020,"Counties Manukau","Male",0,0
"Giardiasis",2020,"Counties Manukau","Male",57,19.2
"Trichinosis",2020,"Counties Manukau","Male",0,0
"Cholera",2020,"Counties Manukau","Male",0,0
"Rickettsial disease",2020,"Counties Manukau","Male",0,0
"Tuberculosis disease",2020,"Counties Manukau","Male",43,14.5
"Acute gastroenteritis",2020,"Counties Manukau","Male",9,3
"Mumps",2020,"Counties Manukau","Male",13,4.4
"Leprosy",2020,"Counties Manukau","Male",0,0
"Listeriosis",2020,"Counties Manukau","Male",3,1
"Malaria",2020,"Counties Manukau","Male",1,0.3
"Measles",2020,"Counties Manukau","Male",2,0.7
"Leptospirosis",2020,"Counties Manukau","Male",2,0.7
"Taeniasis",2020,"Counties Manukau","Male",0,0
"VTEC/STEC infection",2020,"Counties Manukau","Male",19,6.4
"Meningoencephalitis - primary amoebic",2020,"Counties Manukau","Male",0,0
"Meningococcal disease",2020,"Counties Manukau","Male",2,0.7
"Cysticercosis",2020,"Counties Manukau","Male",0,0
"Hepatitis A",2020,"Counties Manukau","Male",3,1
"Rabies and other lyssaviruses",2020,"Counties Manukau","Male",0,0
"Q fever",2020,"Counties Manukau","Male",0,0
"Typhoid fever",2020,"Counties Manukau","Male",4,1.3
"Brucellosis",2020,"Counties Manukau","Male",0,0
"Invasive pneumococcal disease",2020,"Counties Manukau","Male",30,10.1
"Hepatitis B",2020,"Counties Manukau","Male",1,0.3
"Yersiniosis",2020,"Counties Manukau","Male",53,17.9
"Hepatitis NOS",2020,"Counties Manukau","Male",1,0.3
"Pertussis",2020,"Counties Manukau","Male",3,1
"Toxic shellfish poisoning",2020,"Counties Manukau","Male",0,0
"Arboviral diseases",2020,"Counties Manukau","Male",1,0.3
"Haemophilus influenzae type b",2020,"Counties Manukau","Male",0,0
"Cryptosporidiosis",2020,"Counties Manukau","Male",32,10.8
"Mpox",2020,"Counties Manukau","Male",0,0
"Tetanus",2020,"Counties Manukau","Male",0,0
"Hydatid disease",2020,"Counties Manukau","Male",0,0
"Paratyphoid fever",2020,"Counties Manukau","Male",2,0.7
"Rheumatic fever",2020,"Counties Manukau","Male",28,9.4
"Diphtheria",2020,"Counties Manukau","Male",0,0
"Salmonellosis",2020,"Counties Manukau","Male",35,11.8
"Legionellosis",2020,"Counties Manukau","Male",14,4.7
"Shigellosis",2020,"Counties Manukau","Male",8,2.7
"Mumps",2020,"Counties Manukau","Female",7,2.4
"VTEC/STEC infection",2020,"Counties Manukau","Female",15,5
"Giardiasis",2020,"Counties Manukau","Female",63,21.2
"Arboviral diseases",2020,"Counties Manukau","Female",4,1.3
"Listeriosis",2020,"Counties Manukau","Female",3,1
"Rubella",2020,"Counties Manukau","Female",0,0
"Measles",2020,"Counties Manukau","Female",2,0.7
"Typhoid fever",2020,"Counties Manukau","Female",4,1.3
"Poliomyelitis",2020,"Counties Manukau","Female",0,0
"Rheumatic fever",2020,"Counties Manukau","Female",14,4.7
"Yersiniosis",2020,"Counties Manukau","Female",55,18.5
"Meningoencephalitis - primary amoebic",2020,"Counties Manukau","Female",0,0
"Acute gastroenteritis",2020,"Counties Manukau","Female",7,2.4
"Trichinosis",2020,"Counties Manukau","Female",0,0
"Hepatitis C",2020,"Counties Manukau","Female",0,0
"Meningococcal disease",2020,"Counties Manukau","Female",2,0.7
"Pertussis",2020,"Counties Manukau","Female",7,2.4
"Rabies and other lyssaviruses",2020,"Counties Manukau","Female",0,0
"Mpox",2020,"Counties Manukau","Female",0,0
"Tetanus",2020,"Counties Manukau","Female",0,0
"Cryptosporidiosis",2020,"Counties Manukau","Female",34,11.4
"Brucellosis",2020,"Counties Manukau","Female",0,0
"Leptospirosis",2020,"Counties Manukau","Female",1,0.3
"Cholera",2020,"Counties Manukau","Female",0,0
"Hepatitis B",2020,"Counties Manukau","Female",0,0
"Invasive pneumococcal disease",2020,"Counties Manukau","Female",26,8.7
"Cysticercosis",2020,"Counties Manukau","Female",0,0
"Legionellosis",2020,"Counties Manukau","Female",7,2.4
"Hydatid disease",2020,"Counties Manukau","Female",0,0
"Toxic shellfish poisoning",2020,"Counties Manukau","Female",0,0
"Leprosy",2020,"Counties Manukau","Female",0,0
"Campylobacteriosis",2020,"Counties Manukau","Female",182,61.2
"Hepatitis A",2020,"Counties Manukau","Female",3,1
"Tuberculosis disease",2020,"Counties Manukau","Female",25,8.4
"Haemophilus influenzae type b",2020,"Counties Manukau","Female",0,0
"Taeniasis",2020,"Counties Manukau","Female",1,0.3
"Malaria",2020,"Counties Manukau","Female",1,0.3
"Shigellosis",2020,"Counties Manukau","Female",8,2.7
"Paratyphoid fever",2020,"Counties Manukau","Female",1,0.3
"Hepatitis NOS",2020,"Counties Manukau","Female",0,0
"Rickettsial disease",2020,"Counties Manukau","Female",0,0
"Diphtheria",2020,"Counties Manukau","Female",0,0
"Salmonellosis",2020,"Counties Manukau","Female",32,10.8
"Q fever",2020,"Counties Manukau","Female",0,0
"Rubella",2020,"Waikato","Male",0,0
"Rickettsial disease",2020,"Waikato","Male",2,0.9
"Brucellosis",2020,"Waikato","Male",0,0
"Measles",2020,"Waikato","Male",0,0
"Trichinosis",2020,"Waikato","Male",0,0
"Rheumatic fever",2020,"Waikato","Male",15,6.9
"Tetanus",2020,"Waikato","Male",0,0
"Typhoid fever",2020,"Waikato","Male",0,0
"Giardiasis",2020,"Waikato","Male",73,33.4
"Acute gastroenteritis",2020,"Waikato","Male",21,9.6
"Leptospirosis",2020,"Waikato","Male",12,5.5
"Meningoencephalitis - primary amoebic",2020,"Waikato","Male",0,0
"Poliomyelitis",2020,"Waikato","Male",0,0
"Meningococcal disease",2020,"Waikato","Male",2,0.9
"Rabies and other lyssaviruses",2020,"Waikato","Male",0,0
"Hydatid disease",2020,"Waikato","Male",0,0
"VTEC/STEC infection",2020,"Waikato","Male",39,17.8
"Invasive pneumococcal disease",2020,"Waikato","Male",24,11
"Listeriosis",2020,"Waikato","Male",2,0.9
"Mpox",2020,"Waikato","Male",0,0
"Cryptosporidiosis",2020,"Waikato","Male",51,23.3
"Toxic shellfish poisoning",2020,"Waikato","Male",0,0
"Yersiniosis",2020,"Waikato","Male",52,23.8
"Tuberculosis disease",2020,"Waikato","Male",19,8.7
"Hepatitis B",2020,"Waikato","Male",2,0.9
"Mumps",2020,"Waikato","Male",1,0.5
"Hepatitis NOS",2020,"Waikato","Male",1,0.5
"Arboviral diseases",2020,"Waikato","Male",2,0.9
"Legionellosis",2020,"Waikato","Male",5,2.3
"Diphtheria",2020,"Waikato","Male",0,0
"Haemophilus influenzae type b",2020,"Waikato","Male",0,0
"Leprosy",2020,"Waikato","Male",0,0
"Campylobacteriosis",2020,"Waikato","Male",336,153.6
"Cysticercosis",2020,"Waikato","Male",0,0
"Shigellosis",2020,"Waikato","Male",3,1.4
"Cholera",2020,"Waikato","Male",0,0
"Taeniasis",2020,"Waikato","Male",0,0
"Malaria",2020,"Waikato","Male",1,0.5
"Q fever",2020,"Waikato","Male",0,0
"Paratyphoid fever",2020,"Waikato","Male",0,0
"Hepatitis C",2020,"Waikato","Male",0,0
"Pertussis",2020,"Waikato","Male",11,5
"Salmonellosis",2020,"Waikato","Male",49,22.4
"Hepatitis A",2020,"Waikato","Male",0,0
"Tetanus",2020,"Waikato","Female",0,0
"Trichinosis",2020,"Waikato","Female",0,0
"Yersiniosis",2020,"Waikato","Female",57,25.6
